village,site,distance_km,hazard_overlap_count,hazard_overlap_total_m,bridge_count,bridge_names
Tandahara,Puri,63.8,3,22732.8,0,none identified
Tandahara,Bhubaneswar,63.7,2,13165.9,0,none identified
Tandahara,Nimapada,36.9,2,13165.9,0,none identified
Tandahara,Pipili,55.7,2,13165.9,0,none identified
Tandahara,Berhampur,112.9,3,31008.8,0,none identified
Tandahara,Bhadrak,33.5,2,13165.9,0,none identified
