village,site,distance_km,hazard_overlap_count,hazard_overlap_total_m,bridge_count,bridge_names
Kakatpur,Puri,52.1,1,8446.4,0,none identified
Kakatpur,Bhubaneswar,55.1,0,0.0,0,none identified
Kakatpur,Nimapada,28.3,0,0.0,0,none identified
Kakatpur,Pipili,47.1,0,0.0,0,none identified
Kakatpur,Berhampur,101.2,1,16722.4,0,none identified
Kakatpur,Bhadrak,24.8,0,0.0,0,none identified
