village,site,distance_km,hazard_overlap_count,hazard_overlap_total_m,bridge_count,bridge_names
Astaranga,Puri,65.2,3,24480.8,0,none identified
Astaranga,Bhubaneswar,65.2,2,14913.9,0,none identified
Astaranga,Nimapada,38.4,2,14913.9,0,none identified
Astaranga,Pipili,57.2,2,14913.9,0,none identified
Astaranga,Berhampur,114.3,3,32756.8,0,none identified
Astaranga,Bhadrak,34.9,2,14913.9,0,none identified
